Title,Date Of Issue,Link,Code,PDF Link,PDF Filename,S3 URL,Extraction Timestamp,Update Timestamp,Verification Timestamp
Interest Equalization Scheme (IES) on Pre and Post Shipment Rupee Export Credit,"Aug 29, 2024",https://website.rbi.org.in/web/rbi/-/notifications/interest-equalization-scheme-ies-on-pre-and-post-shipment-rupee-export-credit-1,"RBI/2024-25/71 DOR.STR.REC.41/04.02.001/2024-25 August 29, 2024 All Scheduled Commercial Banks (excluding RRBs), Primary (Urban) Cooperative Banks &amp; State Cooperative Banks (scheduled banks having AD category-I license), and Exim Bank Dear Sir / Madam, Interest Equalization Scheme (IES) on Pre and Post Shipment Rupee Export Credit Please refer to the instructions issued vide circular No. DOR.STR.REC. 78/04.02.001/2023-24 dated",https://website.rbi.org.in/documents/87730/39710850/Interest+Equalization+Scheme+%28IES%29+on+Pre+and+Post+Shipment+Rupee+Export+Credit.pdf,RBI_2024-25_71_DOR_STR_REC_41_04_02_001_2024-25_August_29_2024_All_Scheduled_Commercial_Banks_exclud_20250107221314.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2024-25_71_DOR_STR_REC_41_04_02_001_2024-25_August_29_2024_All_Scheduled_Commercial_Banks_exclud_20250107221314.pdf,2025-01-07 22:13:14,2025-01-07 22:13:14,2025-01-07 22:13:14
"Implementation of Section 51A of UAPA, 1967: Updates to UNSC’s 1267/ 1989 ISIL (Da'esh) & Al-Qaida Sanctions List: Amendments in 01 Entry","Aug 27, 2024",https://website.rbi.org.in/web/rbi/-/notifications/implementation-of-section-51a-of-uapa-1967-updates-to-unsc-s-1267/-1989-isil-da-esh-al-qaida-sanctions-list-amendments-in-01-entry-1,"Please refer to Section 51 of our Master Direction on Know Your Customer dated February 25, 2016 as amended on",https://website.rbi.org.in/documents/87730/39710850/ImplementationSection51AofUAPA.pdf,Please_refer_to_Section_51_of_our_Master_Direction_on_Know_Your_Customer_dated_February_25_2016_as_a_20250107221326.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsPlease_refer_to_Section_51_of_our_Master_Direction_on_Know_Your_Customer_dated_February_25_2016_as_a_20250107221326.pdf,2025-01-07 22:13:26,2025-01-07 22:13:26,2025-01-07 22:13:26
"Cessation of “Krung Thai Bank Public Company Limited” as a banking company within the meaning of sub section (2) of Section 36 (A) of the Banking Regulation Act, 1949","Aug 22, 2024",https://website.rbi.org.in/web/rbi/-/notifications/cessation-of-krung-thai-bank-public-company-limited-as-a-banking-company-within-the-meaning-of-sub-section-2-of-section-36-a-of-the-banking-regulation-act-1949,"RBI/2024-25/69 DoR.RET.REC.40/12.07.160/2024-25 August 22, 2024 All Commercial and Co-operative Banks Madam / Dear Sir, Cessation of “Krung Thai Bank Public Company Limited” as a banking company within the meaning of sub section (2) of Section 36 (A) of the Banking Regulation Act, 1949 It is advised that the “Krung Thai Bank Public Company Limited” has ceased to be a banking company within the meaning of the Banking Regulation Act, 1949 vide Notification DoR.LIC.No.S1999/23.13.066/2024-25 dated",https://website.rbi.org.in/documents/87730/39710850/Cessation+of+%E2%80%9CKrung+Thai+Bank+Public+Company+Limited%E2%80%9D+as+a+banking+company+within+the+meaning+of+sub+section+%282%29+of+Section+36+%28A%29+of+the+Banking+Regulation+Act%2C+1949.pdf,RBI_2024-25_69_DoR_RET_REC_40_12_07_160_2024-25_August_22_2024_All_Commercial_and_Co-operative_Banks_20250107221332.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2024-25_69_DoR_RET_REC_40_12_07_160_2024-25_August_22_2024_All_Commercial_and_Co-operative_Banks_20250107221332.pdf,2025-01-07 22:13:32,2025-01-07 22:13:32,2025-01-07 22:13:32
"Exclusion of “Krung Thai Bank Public Company Limited” from the Second Schedule of the Reserve Bank of India Act, 1934","Aug 22, 2024",https://website.rbi.org.in/web/rbi/-/notifications/exclusion-of-krung-thai-bank-public-company-limited-from-the-second-schedule-of-the-reserve-bank-of-india-act-1934,"RBI/2024-25/68 DoR.RET.REC.39/12.07.160/2024-25 August 22, 2024 All Commercial and Co-operative Banks Madam / Dear Sir, Exclusion of “Krung Thai Bank Public Company Limited” from the Second Schedule of the Reserve Bank of India Act, 1934 It is advised that “Krung Thai Bank Public Company Limited” has been excluded from the Second Schedule of the Reserve Bank of India Act, 1934 vide Notification DoR.LIC.No.S1998/23.13.066/2024-25 dated",https://website.rbi.org.in/documents/87730/39710850/Exclusion+of+%E2%80%9CKrung+Thai+Bank+Public+Company+Limited%E2%80%9D+from+the+Second+Schedule+of+the+Reserve+Bank+of+India+Act%2C+1934.pdf,RBI_2024-25_68_DoR_RET_REC_39_12_07_160_2024-25_August_22_2024_All_Commercial_and_Co-operative_Banks_20250107221340.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2024-25_68_DoR_RET_REC_39_12_07_160_2024-25_August_22_2024_All_Commercial_and_Co-operative_Banks_20250107221340.pdf,2025-01-07 22:13:40,2025-01-07 22:13:40,2025-01-07 22:13:40
"Exclusion of “Credit Suisse AG” from the Second Schedule of the Reserve Bank of India Act, 1934","Aug 22, 2024",https://website.rbi.org.in/web/rbi/-/notifications/exclusion-of-credit-suisse-ag-from-the-second-schedule-of-the-reserve-bank-of-india-act-1934,"RBI/2024-25/67 DoR.RET.REC.38/12.07.160/2024-25 August 22, 2024 All Commercial and Co-operative Banks Madam / Dear Sir, Exclusion of “Credit Suisse AG” from the Second Schedule of the Reserve Bank of India Act, 1934 It is advised that “Credit Suisse AG” has been excluded from the Second Schedule of the Reserve Bank of India Act, 1934 vide Notification DoR.LIC.No.S1373/23.03.025/2024-25 dated",https://website.rbi.org.in/documents/87730/39710850/Exclusion+of+%E2%80%9CCredit+Suisse+AG%E2%80%9D+from+the+Second+Schedule+of+the+Reserve+Bank+of+India+Act%2C+1934.pdf,RBI_2024-25_67_DoR_RET_REC_38_12_07_160_2024-25_August_22_2024_All_Commercial_and_Co-operative_Banks_20250107221346.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2024-25_67_DoR_RET_REC_38_12_07_160_2024-25_August_22_2024_All_Commercial_and_Co-operative_Banks_20250107221346.pdf,2025-01-07 22:13:46,2025-01-07 22:13:46,2025-01-07 22:13:46
"Cessation of “Credit Suisse AG” as a banking company within the meaning of sub section (2) of Section 36 (A) of the Banking Regulation Act, 1949","Aug 22, 2024",https://website.rbi.org.in/web/rbi/-/notifications/cessation-of-credit-suisse-ag-as-a-banking-company-within-the-meaning-of-sub-section-2-of-section-36-a-of-the-banking-regulation-act-1949,"RBI/2024-25/66 DoR.RET.REC.37/12.07.160/2024-25 August 22, 2024 All Commercial and Co-operative Banks Madam / Dear Sir, Cessation of “Credit Suisse AG” as a banking company within the meaning of sub section (2) of Section 36 (A) of the Banking Regulation Act, 1949 It is advised that the “Credit Suisse AG” has ceased to be a banking company within the meaning of the Banking Regulation Act, 1949 vide Notification DoR.LIC.No. S1372/23.03.025/2024-25 dated",https://website.rbi.org.in/documents/87730/39710850/Cessation+of+%E2%80%9CCredit+Suisse+AG%E2%80%9D+as+a+banking+company+within+the+meaning+of+sub+section+%282%29+of+Section+36+%28A%29+of+the+Banking+Regulation+Act%2C+1949.pdf,RBI_2024-25_66_DoR_RET_REC_37_12_07_160_2024-25_August_22_2024_All_Commercial_and_Co-operative_Banks_20250107221352.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2024-25_66_DoR_RET_REC_37_12_07_160_2024-25_August_22_2024_All_Commercial_and_Co-operative_Banks_20250107221352.pdf,2025-01-07 22:13:52,2025-01-07 22:13:52,2025-01-07 22:13:52
"Inclusion of “UBS AG” in the Second Schedule of the Reserve Bank of India Act, 1934","Aug 22, 2024",https://website.rbi.org.in/web/rbi/-/notifications/inclusion-of-ubs-ag-in-the-second-schedule-of-the-reserve-bank-of-india-act-1934,"RBI/2024-25/65 DoR.RET.REC.36/12.07.160/2024-25 August 22, 2024 All Commercial and Co-operative Banks Madam / Dear Sir, Inclusion of “UBS AG” in the Second Schedule of the Reserve Bank of India Act, 1934 It is advised that “UBS AG” has been included in the Second Schedule of the Reserve Bank of India Act, 1934 vide Notification DoR.LIC.No.S1371/23.03.025/2024-25 dated",https://website.rbi.org.in/documents/87730/39710850/Inclusion+of+%E2%80%9CUBS+AG%E2%80%9D+in+the+Second+Schedule+of+the+Reserve+Bank+of+India+Act%2C+1934.pdf,RBI_2024-25_65_DoR_RET_REC_36_12_07_160_2024-25_August_22_2024_All_Commercial_and_Co-operative_Banks_20250107221359.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2024-25_65_DoR_RET_REC_36_12_07_160_2024-25_August_22_2024_All_Commercial_and_Co-operative_Banks_20250107221359.pdf,2025-01-07 22:13:59,2025-01-07 22:13:59,2025-01-07 22:13:59
Processing of e-mandates for recurring transactions,"Aug 22, 2024",https://website.rbi.org.in/web/rbi/-/notifications/processing-of-e-mandates-for-recurring-transactions,RBI/2024-25/64 CO.DPSS.POLC.No. S528 / 02-14-003 / 2024-25,https://website.rbi.org.in/documents/87730/39710850/Processing+of+e-mandates+for+recurring+transactions.pdf,RBI_2024-25_64_CO_DPSS_POLC_No_S528_02-14-003_2024-25_20250107221413.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2024-25_64_CO_DPSS_POLC_No_S528_02-14-003_2024-25_20250107221413.pdf,2025-01-07 22:14:13,2025-01-07 22:14:13,2025-01-07 22:14:13
"Review of Master Direction - Non-Banking Financial Company – Peer to Peer Lending Platform (Reserve Bank) Directions, 2017","Aug 16, 2024",https://website.rbi.org.in/web/rbi/-/notifications/review-of-master-direction-non-banking-financial-company-peer-to-peer-lending-platform-reserve-bank-directions-2017,RBI/2024-25/63 DoR.FIN.REC.35/03.10.124/2024-25,https://website.rbi.org.in/documents/87730/39710850/CIRCULARREVIEW16082024emgpdf.pdf,RBI_2024-25_63_DoR_FIN_REC_35_03_10_124_2024-25_20250107221424.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2024-25_63_DoR_FIN_REC_35_03_10_124_2024-25_20250107221424.pdf,2025-01-07 22:14:24,2025-01-07 22:14:24,2025-01-07 22:14:24
Review of Risk Weights for Housing Finance Companies (HFCs),"Aug 12, 2024",https://website.rbi.org.in/web/rbi/-/notifications/review-of-risk-weights-for-housing-finance-companies-hfcs-,RBI/2024-25/62 DOR.CRE.REC.33/08.12.001/2024-25,https://website.rbi.org.in/documents/87730/39710850/Final+Circular+for+issuance.pdf,RBI_2024-25_62_DOR_CRE_REC_33_08_12_001_2024-25_20250107221433.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2024-25_62_DOR_CRE_REC_33_08_12_001_2024-25_20250107221433.pdf,2025-01-07 22:14:33,2025-01-07 22:14:33,2025-01-07 22:14:33
Review of regulatory framework for HFCs and harmonisation of regulations applicable to HFCs and NBFCs,"Aug 12, 2024",https://website.rbi.org.in/web/rbi/-/notifications/review-of-regulatory-framework-for-hfcs-and-harmonisation-of-regulations-applicable-to-hfcs-and-nbfcs-1,RBI/2024-25/61 DOR.FIN.REC.No.34/03.10.136/2024-25,https://website.rbi.org.in/documents/87730/39710850/Final+Circular+-+Harmonisation+of+HFC+regualtions+-+12.08.2024+-+to+be+sent+to+DoC.pdf,RBI_2024-25_61_DOR_FIN_REC_No_34_03_10_136_2024-25_20250107221441.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2024-25_61_DOR_FIN_REC_No_34_03_10_136_2024-25_20250107221441.pdf,2025-01-07 22:14:41,2025-01-07 22:14:41,2025-01-07 22:14:41
Frequency of reporting of credit information by Credit Institutions to Credit Information Companies,"Aug 08, 2024",https://website.rbi.org.in/web/rbi/-/notifications/frequency-of-reporting-of-credit-information-by-credit-institutions-to-credit-information-companies,"RBI/2024-25/60 DoR.FIN.REC.No. 32/ 20.16.056/ 2024-25 August 08, 2024 All Commercial Banks (including Small Finance Banks, Local Area Banks and Regional Rural Banks, and excluding Payments Banks) All Primary (Urban) Co-operative Banks/State Co-operative Banks/ Central Co-operative Banks All-India Financial Institutions (Exim Bank, NABARD, NHB, SIDBI and NaBFID) All Non-Banking Financial Companies (including Housing Finance Companies) All Asset Reconstruction Companies All Credit Information Companies Dear Sir/ Madam, Frequency of reporting of credit information by Credit Institutions to Credit Information Companies Please refer to the circular DBR. No. CID. BC. 60/ 20.16.056/ 2014-15 dated",https://website.rbi.org.in/documents/87730/39710850/Frequency+of+reporting+of+credit+information-+August+8+2024.pdf,RBI_2024-25_60_DoR_FIN_REC_No_32_20_16_056_2024-25_August_08_2024_All_Commercial_Banks_including_Sma_20250107221451.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2024-25_60_DoR_FIN_REC_No_32_20_16_056_2024-25_August_08_2024_All_Commercial_Banks_including_Sma_20250107221451.pdf,2025-01-07 22:14:51,2025-01-07 22:14:51,2025-01-07 22:14:51
Modified Interest Subvention Scheme for Short Term Loans for Agriculture and Allied Activities availed through Kisan Credit Card (KCC) during the financial year 2024-25,"Aug 06, 2024",https://website.rbi.org.in/web/rbi/-/notifications/modified-interest-subvention-scheme-for-short-term-loans-for-agriculture-and-allied-activities-availed-through-kisan-credit-card-kcc-during-the-financial-year-2024-25,RBI/2024-25/59 FIDD.CO.FSD.BC.No.8/05.02.001/2024-25,https://website.rbi.org.in/documents/87730/39016390/Circular-Modified+Interest+Subvention+Circular+2024-25_English.pdf,RBI_2024-25_59_FIDD_CO_FSD_BC_No_8_05_02_001_2024-25_20250107221500.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2024-25_59_FIDD_CO_FSD_BC_No_8_05_02_001_2024-25_20250107221500.pdf,2025-01-07 22:15:00,2025-01-07 22:15:00,2025-01-07 22:15:00
Prudential Treatment of Bad and Doubtful Debt Reserve by Co-operative Banks,"Aug 02, 2024",https://website.rbi.org.in/web/rbi/-/notifications/prudential-treatment-of-bad-and-doubtful-debt-reserve-by-co-operative-banks,RBI/2024-25/58 DOR.CAP.REC.No.27/09.18.201/2024-25,https://website.rbi.org.in/documents/87730/39710850/Prudential+Treatment+of+Bad+and+Doubtful+Debt+Reserve+by+Co-operative+Banks.pdf,RBI_2024-25_58_DOR_CAP_REC_No_27_09_18_201_2024-25_20250107221514.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2024-25_58_DOR_CAP_REC_No_27_09_18_201_2024-25_20250107221514.pdf,2025-01-07 22:15:14,2025-01-07 22:15:14,2025-01-07 22:15:14
Guidelines on treatment of Dividend Equalisation Fund (DEF)- Primary (Urban) Co-operative Banks (UCBs),"Jul 30, 2024",https://website.rbi.org.in/web/rbi/-/notifications/guidelines-on-treatment-of-dividend-equalisation-fund-def-primary-urban-co-operative-banks-ucbs-,RBI/2024-25/57 DOR.CAP.REC.No.30/09.18.201/2024-25,https://website.rbi.org.in/documents/87730/39710850/Circular+on+Guidelines+on+treatment+of+DEF-+UCBs.pdf,RBI_2024-25_57_DOR_CAP_REC_No_30_09_18_201_2024-25_20250107221519.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2024-25_57_DOR_CAP_REC_No_30_09_18_201_2024-25_20250107221519.pdf,2025-01-07 22:15:19,2025-01-07 22:15:19,2025-01-07 22:15:19
‘Fully Accessible Route’ for Investment by Non-residents in Government Securities – Exclusion of new issuances in 14-year and 30-year tenor securities,"Jul 29, 2024",https://website.rbi.org.in/web/rbi/-/notifications/-fully-accessible-route-for-investment-by-non-residents-in-government-securities-exclusion-of-new-issuances-in-14-year-and-30-year-tenor-securities,"RBI/2024-25/56 FMRD.FMID.No. 03/14.01.006/2024-25 July 29, 2024 To All participants in Government Securities market Madam/Sir, ‘Fully Accessible Route’ for Investment by Non-residents in Government Securities – Exclusion of new issuances in 14-year and 30-year tenor securities A reference is invited to the Fully Accessible Route introduced by the Reserve Bank, vide A.P. (DIR Series) Circular No. 25 dated",https://website.rbi.org.in/documents/87730/39710850/2024+07+29+FAR_modification.pdf,RBI_2024-25_56_FMRD_FMID_No_03_14_01_006_2024-25_July_29_2024_To_All_participants_in_Government_Secu_20250107221527.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2024-25_56_FMRD_FMID_No_03_14_01_006_2024-25_July_29_2024_To_All_participants_in_Government_Secu_20250107221527.pdf,2025-01-07 22:15:27,2025-01-07 22:15:27,2025-01-07 22:15:27
Prompt Corrective Action (PCA) Framework for Primary (Urban) Co-operative Banks (UCBs),"Jul 26, 2024",https://website.rbi.org.in/web/rbi/-/notifications/prompt-corrective-action-pca-framework-for-primary-urban-co-operative-banks-ucbs-,RBI/2024-25/55 DOS.CO.PPG.SEC.No.8/11.01.005/2024-25,https://website.rbi.org.in/documents/87730/39710850/PCA+Framework+for+UCBs.pdf,RBI_2024-25_55_DOS_CO_PPG_SEC_No_8_11_01_005_2024-25_20250107221538.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2024-25_55_DOS_CO_PPG_SEC_No_8_11_01_005_2024-25_20250107221538.pdf,2025-01-07 22:15:38,2025-01-07 22:15:38,2025-01-07 22:15:38
Bank Finance against Shares and Debentures,"Jul 25, 2024",https://website.rbi.org.in/web/rbi/-/notifications/bank-finance-against-shares-and-debentures,RBI/2024-25/54 DOR.CRE.REC. 29/07.10.002/2024-25,https://website.rbi.org.in/documents/87730/39710850/UCB+Circular+-++Bank+finance+against+Shares+and+Debentures.pdf,RBI_2024-25_54_DOR_CRE_REC_29_07_10_002_2024-25_20250107221601.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2024-25_54_DOR_CRE_REC_29_07_10_002_2024-25_20250107221601.pdf,2025-01-07 22:16:01,2025-01-07 22:16:01,2025-01-07 22:16:01
Small Value Loans – Primary (Urban) Co-operative Banks (UCBs),"Jul 25, 2024",https://website.rbi.org.in/web/rbi/-/notifications/small-value-loans-primary-urban-co-operative-banks-ucbs-,"RBI/2024-25/53 DOR.CRE.REC. 28/07.10.002/2024-25 July 25, 2024 All Primary (Urban) Co-operative Banks Madam / Dear Sir, Small Value Loans – Primary (Urban) Co-operative Banks (UCBs) Please refer to paras 2.2 and 2.2.1 of the circular DOR (PCB).BPD.Cir No.10/13.05.000/2019-20 dated",https://website.rbi.org.in/documents/87730/39710850/UCB+Circular+-+Small+Value+loans.pdf,RBI_2024-25_53_DOR_CRE_REC_28_07_10_002_2024-25_July_25_2024_All_Primary_Urban_Co-operative_Banks_Ma_20250107221607.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2024-25_53_DOR_CRE_REC_28_07_10_002_2024-25_July_25_2024_All_Primary_Urban_Co-operative_Banks_Ma_20250107221607.pdf,2025-01-07 22:16:07,2025-01-07 22:16:07,2025-01-07 22:16:07
Domestic Money Transfer – Review of Framework,"Jul 24, 2024",https://website.rbi.org.in/web/rbi/-/notifications/domestic-money-transfer-review-of-framework,RBI/2024-25/52 CO.DPSS.POLC.No. S415 / 02.27.019 / 2024-25,https://website.rbi.org.in/documents/87730/39710850/Final+Circular_DMT+Review_+Approved.pdf,RBI_2024-25_52_CO_DPSS_POLC_No_S415_02_27_019_2024-25_20250107221616.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2024-25_52_CO_DPSS_POLC_No_S415_02_27_019_2024-25_20250107221616.pdf,2025-01-07 22:16:16,2025-01-07 22:16:16,2025-01-07 22:16:16
Withdrawal of Circulars – Internal Review,"Jul 12, 2024",https://website.rbi.org.in/web/rbi/-/notifications/withdrawal-of-circulars-internal-review,RBI/2024-25/51 DoS.CO.PPG/SEC.4/11.01.005/2024-25,https://website.rbi.org.in/documents/87730/39710850/Withdrawal+of+Circulars_SPARC.pdf,RBI_2024-25_51_DoS_CO_PPG_SEC_4_11_01_005_2024-25_20250107221630.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2024-25_51_DoS_CO_PPG_SEC_4_11_01_005_2024-25_20250107221630.pdf,2025-01-07 22:16:30,2025-01-07 22:16:30,2025-01-07 22:16:30
